name,protein,carbohydrate,fat,sugars,fibres,fa_saturated,fa_mono,fa_poly,cholesterol,salt,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,sodium,zinc,retinol,beta_carotene,vitamin_d,vitamin_e,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12
"Passion fruit, pulp and pips, raw",2300,9390,700,9390,10400,59,86,410,0,70,9.12,0.086,1.6,29,0,68.6,348,28,0.1,0,0.743,0,0.02,30,0,0.13,1.5,0,0.1,0.014,0
"Pomegranate, pulp and pips, raw",1290,14200,740,13700,2300,120,93,79,0,7.5,6.5,0.11,0.3,7.5,0.12,22,248,3,0.35,0,0,0,0.6,8.15,0.049,0.042,0.3,0.49,0.09,0.038,0
"Red currant, raw",1330,6640,950,6640,4250,200,150,400,0,5,32.1,0.098,0.83,12,0.19,47.5,269,2,0.21,0,0.025,0,0.45,45,0.033,0.035,0.2,0.064,0.058,0.017,0
"Gooseberry, raw",800,4830,590,0,4030,58,59,310,0,3.8,25.4,0.063,0.33,9,0.16,26.2,187,1.5,0.14,0,0,0,0.69,29,0.033,0.029,0.29,0.29,0.048,0.00885,0
"Kiwi fruit, pulp and seeds, raw",1200,8440,950,7890,3500,100,47,290,0,8.6,27.5,0.12,0.17,14.3,0.056,33.4,297,1.99,0.082,0,0.052,0,1.46,92.7,0.017,0.025,0.34,0.18,0.092,0.0335,0
"Lychee, pulp, raw",760,15200,420,15200,1300,99,120,130,0,2.5,5,0.15,0.31,10,0.055,31,171,1,0.07,0,0,0,0.07,71.5,0.011,0.065,0.6,0,0.1,0.014,0
"Mango, pulp, raw",620,13700,310,11000,1700,73,110,58,0,4.5,12.5,0.11,0.2,9.5,0.045,14.8,137,5,0.085,0,0.64,0,1.01,32.1,0.043,0.048,0.63,0.18,0.13,0.057,0
"Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw",730,6570,200,6430,930,47,13,68,0,22,12.3,0.043,0.16,18.9,0.033,23.6,335,9,0.17,0,2.02,0,0.05,28.8,0.038,0.022,0.7,0.14,0.068,0.0233,0
"Blueberry, raw",870,10600,330,9960,2400,28,47,150,0,2.5,6,0.057,0.28,6,0.34,12,77,1,0.16,0,0.032,0,0.57,9.7,0.037,0.041,0.42,0.12,0.052,0.006,0
"Blackberry, raw",1320,4200,750,4200,4800,14,47,280,0,3.9,28,0.14,0.59,21.5,1.4,29.5,214,1.5,0.53,0,0.128,0,3.34,18,0.019,0.038,0.57,0.26,0.04,0.025,0
"Nectarine, pulp and peel, raw",1160,8900,310,7890,1700,25,88,110,0,2.7,3.38,0.078,0.28,8.31,0.061,26.7,201,1.09,0.091,0,0.15,0,0.77,5.4,0.034,0.027,1.13,0.19,0.025,0.005,0
"Orange, pulp, raw",1100,7920,360,7920,2200,67,75,130,0,3.1,29.7,0.035,0.089,12.4,0.029,18.1,151,1.25,0.066,0,0.071,0,0.37,57,0.087,0.036,0.29,0.22,0.071,0.0381,0
"Papaya, pulp, raw",580,9900,280,7460,1900,87,77,62,0,13,22.3,0.031,0.48,21.5,0.026,10.2,190,6,0.077,0,0.274,0,0.3,61.4,0.025,0.03,0.35,0.2,0.029,0.0475,0
"Watermelon, pulp, raw",620,7380,130,6900,450,20,25,41,0,7.3,1.28,0.028,0.27,12.6,0.031,15.4,129,0.29,0.016,0,0.303,0,0.05,9.7,0.027,0.021,0.18,0.26,0.045,0.003,0
"Pear, pulp and peel, raw",490,10900,270,9010,2900,67,57,120,0,4.5,6.46,0.071,0.072,8.23,0.03,15.4,132,1.8,0.097,0,0.014,0,0.41,4.62,0.015,0.021,0.23,0.06,0.022,0.0115,0
"Apple, pulp and peel, raw",250,11600,250,9350,1400,52,10,150,0,3.7,5.34,0.041,0.099,6.47,0.036,14.4,119,1.5,0.031,0,0.0214,0,0.37,6.25,0.016,0.019,0.091,0.079,0.048,0.006,0
"Grapefruit, pulp, raw",630,6340,200,5990,1250,45,34,67,0,4.1,23.3,0.036,0.051,11.7,0.021,13.8,144,1.63,0.063,0,0.552,0,0.22,40.9,0.043,0.028,0.28,0.28,0.044,0.0245,0
"Greengage plum, raw",810,10900,100,9600,2280,10,70,20,0.22,1.9,8.71,0.067,0.66,7.6,0.076,25,257,0.64,0.078,0,0.095,0,0.7,5.4,0.05,0.04,0.6,0.2,0.05,0.00533,0
"Peach, pulp and peel, raw",1080,9000,330,8160,1600,27,96,120,0,7.5,7.32,0.075,0.15,11.2,0.064,21,215,1.11,0.12,0,0.162,0,1.27,6.6,0.022,0.046,0.7,0.16,0.028,0.0041,0
"Grape, white, raw",750,16600,500,15500,1000,10,10,10,0.13,13,12,0.19,0.2,7.6,0.08,16,200,5,0.05,0,0.00754,0.00025,0.31,1.07,0.043,0.01,0.1,0.077,0.043,0.0163,0
"Grape, red, raw",600,15600,400,15000,1400,130,16,120,0,7.5,8.98,0.078,0.2,6.78,0.051,21.8,152,0.39,0.038,0,0.024,0,0.4,10.8,0.045,0.01,0.15,0.075,0.04,0.005,0
"Rhubarb, stalk, raw",780,1470,230,1470,2470,53,23,120,0,9.3,129,0.039,0.28,13.5,0.16,18.6,239,3,0.17,0,0.0625,0,0.31,9.7,0.028,0.03,0.25,0.08,0.032,0.00725,0
"Apple, pulp, raw",270,10700,130,10100,1300,21,5,37,0,0,5,0.031,0.07,4,0.038,11,90,0,0.05,0,0.017,0,0.05,4,0.019,0.028,0.091,0.071,0.037,0,0
"Carambola, pulp, raw",1150,3900,320,3900,2800,19,30,180,0,5,3,0.14,0.08,10,0.037,12,133,2,0.12,0,0.025,0,0.15,34.4,0.014,0.016,0.37,0.39,0.017,0.012,0
"Prickly pear, pulp and seeds, raw",510,6000,310,1020,4450,10,10,40,0,12,118,0.019,0.25,77,0.58,17.5,175,4.5,0.14,0,0.06,0,0.01,12.5,0.011,0.046,0.38,0,0.079,0.008,0
"Persimmon, pulp, raw",500,14300,500,14300,3700,10,10,10,0,130,6.5,0.03,0.06,6.4,0.06,16,190,5,0.05,0,0.0901,0.00025,0.2,2.1,0.26,0.01,0.1,0.27,0.08,0.005,0
"Lime, pulp, raw",660,2020,200,1690,2800,23,20,58,0,5,33,0.065,0.6,6,0.008,18,102,2,0.11,0,0.03,0,0.22,29.1,0.03,0.02,0.2,0.22,0.043,0.008,0
"Black mulberry, raw",1440,8100,390,8100,1700,27,41,210,0,25,39,0.06,1.85,18,1.1,38,194,10,0.12,0,0.009,0,0.87,36.4,0.029,0.1,0.62,0.26,0.05,0.006,0
"Tamarind, immature fruit, pulp, raw",2650,57400,600,38800,5100,240,170,56,0,70,74,0.086,2.8,92,0,113,628,28,0.1,0,0.018,0,0.1,3.5,0.43,0.15,1.94,0.14,0.066,0.014,0
"Clementine, pulp, raw",800,11900,190,9180,1700,0,0,0,0.83,2.8,17.9,0.035,0.09,12.3,0.018,23,147,1.11,0.059,0,0.058,0,0.2,18.7,0.09,0.05,0.15,0.2,0.05,0.01,0
"Guava, pulp, raw",1590,7260,730,7180,5150,210,67,310,0,5,14,0.23,0.26,16,0.15,40,308,2,0.21,0,0.374,0,0.73,228,0.052,0.04,1.08,0.45,0.094,0.049,0
"Apple, Canada, pulp, raw",400,11600,100,11000,1600,0,0,0,0,9.2,3.59,0.035,0.14,3.76,0.03,8.61,154,3.69,0.09,0,0,0,0.27,4,0.03,0.02,0.1,0,0.06,0.001,0
"Mandarin, pulp, raw",720,9700,310,9700,1500,37,57,62,0,10,32.8,0.049,0.16,10.5,0.047,19.6,137,4,0.083,0,0.155,0,0.38,26.7,0.082,0.036,0.29,0.21,0.074,0.0185,0
"Plum, raw",660,8830,290,8830,1500,38,76,100,0,7.5,7.29,0.06,0.16,6,0.076,17.8,149,3,0.096,0,0.19,0,0.33,7.25,0.024,0.026,0.41,0.14,0.037,0.004,0
"Pear, peeled, raw",300,10400,100,10400,2470,0,0,0,0.02,7.5,11,0.06,0.2,7,0,13,150,3,0.1,0,0,0,0,6,0.2,0.03,0.2,0.07,0.02,0.002,0
"Morello cherry, raw",1100,10500,300,10500,1650,84,82,90,0,6.3,16,0.1,0.32,9,0.11,15,173,3,0.1,0,0.77,0,0.07,10,0.03,0.04,0.4,0.14,0.044,0.008,0
"Grape, raw",720,15700,160,15500,900,54,7,48,0,5,10,0.13,0.36,7,0.071,20,191,2,0.07,0,0.039,0,0.19,3.2,0.069,0.07,0.19,0.05,0.086,0.002,0
"Cranberry, raw",750,7600,130,4040,5130,11,18,55,0,20,11,0.061,0.44,6,0.36,13.5,98.8,8,0.1,0,0.036,0,1.2,13.7,0.012,0.018,0.3,0.3,0.057,0.001,0
"Lemon zest, raw",1420,5400,300,4170,10600,42,12,96,0,15,134,0.092,0.9,15,0,12,160,6,0.25,0,0.007,0,0.25,129,0.06,0.08,0.4,0.32,0.17,0.013,0
"Elderberry, berries, raw",640,11400,500,0,7000,28,55,270,0,18,42.7,0.062,1.25,18.5,0,47.4,301,7,0.16,0,0,0,1,32.5,0.07,0.06,1.1,0.14,0.21,0.009,0
"Blueberry, frozen, raw",680,8900,430,8900,2810,32,55,170,0,2.6,10,0.035,0.39,4.25,0.18,10,55.5,1,0.068,0,0.029,0,0.5,8.08,0.029,0.041,0.45,0.13,0.059,0.007,0
"Fruit salad, raw",580,13700,220,13100,1280,31,17,82,0.03,3.7,14.5,0.071,0.28,16.4,0.34,16.4,197,0.81,0.094,0,0.035,0,0.44,22,0.045,0.034,0.32,0.16,0.2,0.0213,0
"Raspberry, frozen, raw",1160,6430,800,6030,6050,62,61,520,0,5.3,29.9,0.11,0.78,17,1.2,38,228,2.17,0.34,0,0,0,1.4,24.5,0.03,0.05,0.5,0.24,0.09,0.044,0
"Blackberry, frozen, raw",1220,10700,420,0,5000,15,41,250,0,2.5,29,0.12,0.8,22,1.22,30,140,1,0.25,0,0.068,0,1.17,3.1,0.029,0.046,1.21,0.15,0.061,0.034,0
"Grapefruit, yellow, pulp, raw",690,7310,100,7310,1100,14,13,24,0,0,12,0.05,0.06,9,0.013,8,148,0,0.07,0,0.014,0,0.13,33.3,0.037,0.02,0.27,0.28,0.043,0.01,0
"Grapefruit, red or pink, pulp, raw",770,6200,140,6200,1600,21,20,36,0,0,22,0.032,0.08,9,0.022,18,135,0,0.07,0,0.686,0,0.13,31.2,0.043,0.031,0.2,0.26,0.053,0.013,0
"Kumquat, without pips, raw",1570,9600,1180,9360,5450,170,270,300,0,20,65.5,0.095,0.67,17.5,0.14,19,158,8,0.13,0,0,0,0.15,45,0.037,0.09,0.43,0.21,0.036,0.017,0
"Pummelo, pulp, raw",760,8620,40,0,1000,0,0,0,0,2.5,4,0.048,0.11,6,0.017,17,216,1,0.08,0,0,0,0,61,0.034,0.027,0.22,0,0.036,0,0
"Apple, var. Golden, pulp and skin, raw",500,11200,500,11200,2600,10,10,10,0,130,3.5,0.05,0.12,4.1,0.04,9.8,110,5,0.05,0,0.0218,0.00025,25.9,3.47,0.015,0.01,0.1,0.068,0.043,0.005,0
"Melon, honeydew, pulp, raw",580,4300,170,4300,750,44,15,62,0,60,6,0.033,0.34,9.08,0.034,15.8,237,24.1,0.086,0,0.03,0,0.035,16.8,0.032,0.016,0.58,0.13,0.072,0.017,0
"Red berries (raspberries, strawberries, red currants, black currants) , raw",1110,7700,380,6970,5160,22,54,230,0,7.2,33.6,0.088,0.9,16.9,0.42,32.6,225,2.61,0.22,0,0.0495,0,0.67,77.5,0.031,0.084,0.38,0.21,0.064,0.0376,0
Apple compote,230,24400,210,20700,1530,17,5.8,38,0,0,4.44,0.043,0.11,5.09,0.027,5.33,104,0,0.025,0,0.008,0,0.17,14.5,0.023,0.027,0.08,0.042,0.027,0.00233,0
"Rhubarb, stalk, cooked, with sugar",380,29200,50,28700,2000,14,10,25,0,2.5,145,0.027,0.21,12,0.073,8,96,1,0.08,0,0.044,0,0.19,3.3,0.018,0.023,0.2,0.05,0.02,0.005,0
"Fruits compote, miscellaneous",510,24800,230,23200,1710,68,5,25,0,27,20.1,0.041,0.16,8.1,0.11,12.3,147,10.3,0.062,0,0.152,0,0.2,11,0.01,0.01,0.12,0.1,0.1,0.004,0
"Fruits compote, miscellaneous, reduced sugar",0,16000,69,14000,2000,37,16,12,0,10,6.66,0.034,0.089,5.51,0.029,12,107,4,0.027,0,0.0467,0,0.2,15.5,0.01,0.01,0.12,0.1,0.1,0.004,0
"Fruits compote, miscellaneous, reduced sugar, refrigerated",320,14900,480,14300,1400,140,0.2,0.2,0,11,4.7,0.04,0.09,4.7,0.03,9.6,120,4.38,0.05,0.021,0.0239,0,0.37,10.1,0.01,0.01,0.12,0.036,0.044,0.005,0
"Fruits dessert, all types (fruits dessert's sugar content is less than fruits compote but more than fruits compote reduced sugar)",320,19500,200,16600,1610,28,0,0,0,4.9,4,0.04,0.15,4,0.03,9.3,130,1.71,0.05,0,0.0226,0,0,11.8,0.01,0.01,0.28,0.067,0.03,0.005,0
"Fruits puree, without sugar added",430,12800,340,11600,1680,82,0.2,0.2,0,6.4,8.1,0.05,0.14,6.1,0.07,13,140,2.38,0.05,0.021,0.292,0,0.66,12.2,0.074,0.01,0.24,0.061,0.033,0.00748,0
"Apple, pulp, roasted/baked",500,21000,500,17500,3000,0,0,0,0,10,4.7,0.06,0.1,5.2,0.05,12,150,5,0.06,0,0.005,0,0.47,3.18,0.01,0.01,0.11,0.16,0.06,0.00955,0
"Apples, raw, without skin, cooked, boiled/cooked in water",260,11200,360,11000,2400,58,14,100,0,2.5,5,0.035,0.19,3,0.12,8,88,1,0.04,0,0.019,0,0.05,0.2,0.016,0.012,0.095,0.046,0.044,0.001,0
"Fruit cocktail or salad, canned in syrup, drained",500,17400,500,13800,2100,0,0,0,0,32,13,0.07,0.08,4,0.08,9.4,75,5,0.05,0,0.167,0,0,0.98,0.041,0.01,0.1,0.038,0.025,0.0109,0
"Fruit cocktail or salad, canned in syrup, not drained",500,18300,500,14300,1260,0,0,0,0,3,11,0.05,0.072,3.76,0.076,8.36,67,1.2,0.05,0,0.1,0,0,0.59,0.039,0.01,0.1,0.031,0.024,0.011,0
"Fruit cocktail or salad, canned in light syrup, drained",500,14400,500,12200,1900,0,0,0,0,8.3,9.5,0.07,0.15,4.6,0.09,8.5,63,5,0.05,0,0.103,0,0,5.87,0.025,0.01,0.1,0.034,0.01,0.0106,0
"Fruit cocktail or salad, canned in light syrup, not drained",500,14500,61,12300,1180,9,12,28,0,2.6,8.18,0.055,0.13,4.37,0.082,7.74,61.1,1.02,0.05,0,0.0641,0,0,6.1,0.016,0.01,0.1,0.033,0.01,0.00996,0
"Apricot, canned in light syrup, drained",940,13700,500,13300,1400,0,0,0,0,24,18,0.04,0.12,4.9,0.03,11,140,9.7,0.06,0,0.925,0,0,2.19,0.7,0.01,0.1,0.12,0.017,0.00685,0
"Apricot, canned in light syrup, not drained",810,14000,43,14000,830,3,21,10,0,25,14.3,0.036,0.1,4.74,0.026,9.25,136,9.86,0.06,0,0.551,0,0.6,2.28,0.68,0.01,0.1,0.11,0.017,0.00698,0
"Apricot, in syrup, canned, drained",500,16200,500,15300,1400,0,0,0,0,30,16,0.04,0.13,5.3,0.02,10,130,12,0.06,0,0.00798,0,0,0.5,0.7,0.01,0.11,0.071,0.02,0.0093,0
"Apricot, in syrup, canned, not drained",290,16600,500,15100,810,0,0,0,0,30,11.3,0.036,0.11,4.8,0.02,8.66,114,12,0.035,0,0.114,0,0,0.5,0,0.01,0.12,0.073,0.036,0.00989,0
"Pineapple, in pineapple juice and syrup, canned, drained",500,13600,500,12800,1400,0,0,0,0,0,11,0.04,0.19,12,1.2,7.8,130,1,0.11,0,0.0242,0,0,4.99,0.063,0.01,2.2,0.067,0.076,0.0135,0
"Pineapple, in pineapple juice and syrup, canned, not drained",500,13600,500,12600,920,0,0,0,0,0.49,10.3,0.033,0.19,11.7,1.13,7.14,127,0.2,0.11,0,0.0159,0,0,4.98,0.063,0.01,1.44,0.061,0.064,0.0129,0
"Pineapple, in light syrup, canned, drained",500,15900,500,15900,1600,0,0,0,0,4.8,6.4,0.04,0.13,11,1.2,4.8,95,1.9,0.05,0,0.0197,0,0,5.22,0.034,0.01,0.1,0.04,0.046,0.0119,0
"Pineapple, in light syrup, canned, not drained",500,16000,78,15700,1010,9,13,40,0,4.7,5.77,0.033,0.12,11.4,1.16,4.06,101,1.86,0.031,0,0.0124,0,0.01,5.11,0.037,0.01,0.1,0.03,0.029,0.0118,0
"Peach, canned in light syrup, drained",500,13800,500,13100,1500,0,0,0,0,33,10,0.05,0.13,5,0.02,11,100,5,0.05,0,0.254,0,0,2.78,0.01,0.01,0.37,0.071,0.01,0.0084,0
"Peach, canned in light syrup, not drained",310,14100,38,12900,920,3,12,15,0,2.2,9.57,0.038,0.13,4.88,0.02,9.79,100,0.9,0.054,0,0.155,0,0.49,3.32,0.01,0.01,0.35,0.063,0.01,0.0084,0
"Pear, canned in light syrup, not drained",300,14500,120,12100,1230,2,6,7,0,13,5,0.049,0.28,4,0.033,7,66,5,0.08,0,0,0,0.08,0.7,0.01,0.016,0.15,0.022,0.014,0.001,0
"Apricot, pitted, dried",1860,39800,510,36600,5700,160,120,120,0,98,61.3,0.31,4.33,36.5,0.24,68.4,1090,39,0.3,0,2.16,0,4.17,1,0.015,0.067,2.69,0.61,0.16,0.012,0
"Date, pulp and peel, dried",1810,64700,250,64700,7300,75,100,21,0,98,44.9,0.22,0.9,47.3,0.3,62,696,39,0.23,0,0.089,0,0.46,3,0.04,0.075,1.41,0.79,0.19,0.018,0
"Fig, dried",2990,53700,870,48700,9720,350,180,270,0,220,167,0.27,2.12,52.5,0.4,75.1,845,86.3,0.51,0,0.006,0,0.35,1.2,0.085,0.096,0.68,0.43,0.11,0.009,0
Prune,2820,55700,630,38100,7350,130,160,220,0,8.1,49.7,0.41,1.66,38.3,0.34,84.4,656,3.25,0.56,0,0.394,0,1.37,2.3,0.082,0.13,2.12,0.44,0.31,0.0035,0
Raisin,2090,62400,490,60600,3600,150,120,110,0,98,63.8,0.44,2.24,32.7,0.24,102,779,39,0.25,0,0.018,0,0.12,3.47,0.08,0.098,0.75,0.12,0.17,0.0591,0
"Banana, pulp, dried",3890,78400,1810,47300,9900,700,150,340,0,7.5,22,0.39,1.15,108,0.57,74,1490,3,0.61,0,0.101,0,0.39,7,0.18,0.24,2.8,0,0.44,0.014,0
"Apple, dried",780,57200,310,54600,8700,58,12,140,0,220,22,0.12,1.4,10.5,0.15,38,450,87,0.2,0,0,0,0.53,3.9,0.065,0.13,0.76,0.27,0.13,0,0
"Peach, dried",5000,68900,1000,0,14300,92,320,420,0,200,25,0.63,6.8,80,0.67,120,945,79,0.57,0,0,0,0,4.8,0.002,0.065,1.3,0.3,0.15,0.014,0
Chestnut flour,5690,70400,3430,0,12600,520,970,0,0,0,61.6,0.5,0.1,67.9,3.2,0,0,0,1.1,0,0,0,0,16,0,0,2.1,1.53,0.58,0.215,0
"Almond, (with peel)",21100,7850,53400,4400,10200,4190,31800,13500,0,4,248,0.9,3,232,1.39,416,668,1.61,2.85,0,0.001,0,14.6,0.5,0.18,0.91,3.4,0.28,0.11,0.0931,0
Peanut,22800,14800,49100,5900,8600,8400,25500,12900,0,22,57,0.46,1.6,190,1.4,400,700,8.6,3,0,0.005,0.0103,2.46,0.5,0.43,0.024,10.6,1.76,0.4,0.0893,0
"Peanut, grilled, salted",22900,15000,50000,4220,8040,8640,24900,13600,0,1330,47.4,0.68,1.2,169,1.19,244,531,531,2.92,0,0,0,2.5,0.5,0.14,0.069,12.4,1.17,0.43,0.0666,0
Hazelnut,13900,6990,63000,4340,9700,4460,45700,7920,0,44,116,1.5,2.8,138,3.9,263,551,17.5,2.25,0,0.011,0,5.65,0.5,0.38,0.11,1.1,0.93,0.34,0.121,0
"Walnut, dried, husked",13300,6880,67300,3000,6700,6450,14100,43600,0,130,75,1.1,2.2,140,2.9,360,430,5,2.7,0,0.0207,0.00025,1.67,0.77,0.3,0.05,0.4,0.67,0.19,0.12,0.00008
"Coconut, ripe kernel, fresh",3600,7150,33500,6230,9000,29700,1430,370,0,51,14,0.44,2.43,32,1.5,113,356,20,1.1,0,0,0,0.24,3.3,0.066,0.02,0.54,0.3,0.054,0.026,0
"Coconut, kernel, dried",6620,8560,66300,6640,14000,57700,3300,730,0,68,18.4,0.67,3.46,90,2.75,197,647,26.6,1.26,0,0,0,0.44,1.5,0.048,0.07,0.6,0.5,0.17,0.0165,0
Brazil nut,14800,5280,66700,2330,6400,16200,21800,25600,0,7.5,150,1.75,2.47,367,2,658,591,3,4.13,0,0,0,5.33,0.7,0.87,0.035,0.25,0.21,0.1,0.013,0
"Pistachio nut, grilled, salted",18900,15900,49500,7570,9320,6580,26400,15100,0,1670,98.5,1.1,2.4,105,0.65,437,655,664,2.3,0,0.156,0,1.09,0.5,0.67,0.17,1.2,0.43,1.41,0.0942,0
Sesame seed,17600,9810,49700,300,14900,7090,18800,21800,0,100,962,1.58,14.6,324,1.24,605,468,2.31,5.74,0,0.005,0,0.25,0,0.79,0.25,4.52,0.05,0.79,0.097,0
Sunflower seed,21300,10100,55500,2620,6400,6230,10900,35600,0,11,86.5,1.5,4.9,364,1.95,477,578,5.5,3.8,0,0.03,0,42.3,1.4,1.98,0.16,4.8,0.83,1.24,0.254,0
Chestnut cream,1280,63000,670,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0
"Coconut, immature kernel, fresh",3330,6220,33500,6220,9000,29700,1430,370,0,50,14,0.44,2.43,32,1.5,113,356,20,1.1,0,0,0,0.24,3.3,0.066,0.02,0.54,0.3,0.054,0.026,0
"Chestnut cream, vanilla flavoured, canned",960,60200,700,43200,3200,0,0,0,0,10,11.3,0.08,1.7,12.2,0.24,0,174,10,0.3,0,0,0,0,2.27,0,0,0,0,0,0.03,0
Mix of salted grains/nuts and raisins,16600,27100,39600,21600,8400,4980,27800,5030,0,420,72,0.82,2.1,160,1.4,340,700,169,2.3,0,0.005,0.00025,8.47,0.5,0.062,0.044,4.08,1.1,0.17,0.0495,0
"Cashew nut, grilled, salted",15200,26700,49500,8010,3850,10500,26700,9050,0,1150,40.3,2,3.9,223,1.1,452,546,455,5.4,0,0,0,0.75,0.5,0.36,0.15,1.14,0.49,0.38,0.0514,0
"Chestnut, boiled/cooked in water",2010,27000,1380,0,4500,260,480,550,0,35,46,0.47,1.73,54,0.85,99,715,27,0.25,0,0.01,0,1,26.7,0.15,0.1,0.73,0.32,0.23,0.038,0
"Chestnut, grilled",3170,47800,2200,10300,5100,410,760,870,0,5.1,29,0.51,0.91,33,1.18,107,592,2,0.57,0,0.014,0,0.5,26,0.24,0.18,1.34,0.55,0.5,0.07,0
"Walnut, fresh",14300,11300,64300,0,5600,5440,11800,43900,0,10,83.1,1.34,2.1,144,2.1,379,471,4,2.7,0,0.036,0,1.5,1.3,0.44,0.16,1.1,0.9,0.74,0.066,0
"Chestnut, raw",1810,36500,2230,7860,7450,370,750,830,0,8.1,27,0.33,0.94,34.5,2.16,69.8,550,3.25,0.51,0,0,0,0.5,41.6,0.22,0.1,1.47,0.48,0.35,0.06,0
Pine nuts,13700,6310,65000,5210,10000,5530,19900,33000,0,23,6.2,1.2,4.6,227,8.2,527,662,9,5.6,0,0.017,0,8.47,0.5,0.57,0.11,3.29,0.26,0.14,0.0802,0
Pecan nut,9570,5270,72600,3640,8330,6620,40600,23100,0,2.5,69.8,1.2,2.57,123,4.27,277,409,1,4.61,0,0.029,0,1.4,0.97,0.59,0.12,1.17,0.82,0.2,0.0198,0
Macadamia nut,7140,8350,72900,4570,8600,11600,57200,1650,0,13,85,0.76,3.69,130,4.13,188,368,5,1.3,0,0,0,0.54,1.2,1.2,0.16,2.47,0.76,0.28,0.011,0
"Cucurbitacea, seed",30200,4710,49100,1400,6000,8660,16200,21000,0,18,46,1.34,8.82,592,4.54,1230,809,7,7.81,0,0.009,0,2.18,1.9,0.27,0.15,4.99,0.75,0.14,0.058,0
"Alfalfa seeds, sprouted, raw",3280,910,700,200,1900,69,56,410,0,15,32,0.16,0.96,27,0.19,70,79,6,0.92,0,0.087,0,0.02,8.2,0.076,0.13,0.48,0.56,0.034,0.036,0
"Alphalfa seeds, raw",29700,39300,12600,0,7900,0,0,0,0,0,136,0,12.9,0,0,0,0,0,6.9,0,0,0,0,26,1.08,0.58,1.8,0,0,0,0
"Hazelnut, grilled",14400,5210,66000,4260,9400,4510,46600,8460,0,0,123,1.75,4.38,173,5.55,310,755,0,2.5,0,0.036,0,15.3,3.8,0.34,0.12,2.05,0.92,0.62,0.088,0
Flaxseed,20200,6600,36600,1550,27300,3170,6510,24900,0,51,228,1.22,10.2,372,2.48,595,641,20.5,6.05,0,0,0,0.31,0.6,1.22,0.2,3.08,0.99,0.63,0.0937,0
"Sesame seed, husked",21100,4500,56100,480,11900,8100,21600,23900,0,73,62.4,1.4,6.36,348,1.95,703,419,29,7.24,0,0.04,0,1.68,0,0.75,0.17,5.16,0.17,0.6,0.106,0
"Peanut, grilled",22800,13900,50500,3130,8350,7700,27200,12500,0,610,58,0.43,1.58,178,1.79,363,634,239,2.77,0,0,0,4.93,0,0.15,0.2,14.4,1.01,0.47,0.097,0
"Sesame seed, grilled, husked",17000,9140,48000,480,16900,6720,18100,21000,0,98,131,1.46,7.78,346,1.43,774,406,39,10.2,0,0.04,0,0.25,0,1.21,0.47,5.44,0.68,0.15,0.096,0
"Chestnut, canned",1960,28800,1400,3900,4000,400,0,0,0.2,130,21.1,0,1,24.1,0,51,359,52.1,0,0,0,0,0.1,0,0.05,0.07,1.5,0.44,0.22,0.058,0
"Almond, peeled, unpeeled or blanched",21400,8760,52500,4630,9900,3950,33400,12400,0,48,236,1.03,3.28,268,1.84,481,659,19,2.97,0,0.004,0,23.8,0,0.19,0.71,3.5,0.31,0.12,0.049,0
"Almond, grilled, salted",21100,8720,53900,4860,10900,4090,33100,13000,0,1250,268,1.1,3.73,279,2.23,471,713,498,3.31,0,0.001,0,23.9,0,0.077,1.2,3.64,0.32,0.14,0.055,0
"Macadamia nut, grilled, salted",7040,9950,70200,4400,9500,11000,54700,1380,0,900,70,0.57,2.65,118,3.04,198,363,360,1.29,0,0,0,0.57,0.7,0.71,0.087,2.27,0.6,0.36,0.01,0
"Pistachio nut, grilled",18400,18600,47400,7740,10100,5520,23800,13500,0,15,108,1.3,4.1,115,1.24,478,1020,6,2.3,0,0.156,0,2.42,3.33,0.78,0.2,1.37,0.51,1.3,0.0508,0
"Sunflower seed, grilled, salted",19300,15100,49800,2730,9000,5220,9510,32900,0,1640,70,1.83,3.8,129,2.11,1160,850,655,5.29,0,0.005,0,26.1,1.4,0.11,0.25,7.04,7.04,0.8,0.237,0
"Pecan nut, salted",10200,5000,73000,4900,3000,7100,0,0,0,1000,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seeds, chia, dried",16500,7720,30700,0,34400,3330,2310,23700,0,40,631,0.92,7.72,335,2.72,860,407,16,4.58,0,0,0,0.5,1.6,0.62,0.17,8.83,0,0,0.049,0
Mix of unsalted grains/nuts and dried fruit,8290,23800,26300,7000,6360,5070,14500,4500,0,300,88,0,4,120,0,0,712,117,2,0,0,0,0,0,0,0,0,0,0,0,0
Mix of unsalted grains/nuts and raisins,13800,30400,37900,26100,7500,4000,21200,11100,12,660,95.8,0.1,2.9,143,0.16,302,624,263,2,0,0,0,7.28,0,0.17,0.2,6.2,0.31,0.39,0.0704,0
"Hazelnut, grilled, salted",13400,7670,61200,2910,9430,6430,0,0,0,830,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0
